Name,Review,UpVotes,Rating,Date,Opinion Unit,Unsupervised labels
Corb See,Still has problems playing back mkv files Overall solid media player Playback Samsung Galaxy Tab model,6.0,4.0,"January 1, 2020","[['still', 'problems', 'playing', 'back'], ['mkv', 'files'], ['overall', 'solid', 'media', 'player'], ['playback', 'samsung', 'galaxy', 'tab', 'a', '2018', 'model']]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Oni Zuka,Everytime have new video movie will not appear this app even scan multiple times will only appear uninstall Worst app ever,1.0,5.0,"January 2, 2020","[['everytime', 'i', 'new', 'video', 'movie', 'appear', 'app', 'even', 'i', 'scan', 'multiple', 'times', 'appear', 'i', 'uninstall'], ['worst', 'app', 'ever']]","['Redundant/NA', 'Redundant/NA']"
Alexis Dimaranan,Been using this than the default video player prefer this because can continue where last watch,1.0,3.0,"January 12, 2020","[['been', 'using', 'default', 'video', 'player'], ['i', 'prefer', 'continue', 'i', 'last', 'watch']]","['Redundant/NA', 'Redundant/NA']"
J P,Please add option change font subtitles,1.0,1.0,"January 29, 2020","[['please', 'add', 'option', 'change', 'font', 'subtitles'], []]","['Feature Request', 'Redundant/NA']"
Kapil Faujdar,Normally great The last update won allow delete file directly from the app Please fix,,5.0,"February 10, 2020","[['normally', 'great'], ['the', 'last', 'update', 'wo', 'allow', 'delete', 'file', 'directly', 'app'], ['please', 'fix'], []]","['Redundant/NA', 'Feature Request', 'Redundant/NA', 'Redundant/NA']"
Mark Hale,Best video and music player Only there bug subtitle when away from mobile and return click subtitle button download subtitle doesn work correctly hope fix soon possible,2.0,5.0,"December 14, 2019","[['best', 'video', 'music', 'player', 'only', 'bug', 'subtitle', 'i', 'go', 'away', 'mobile', 'return', 'click', 'subtitle', 'button', 'download', 'subtitle', 'work', 'correctly', 'i', 'hope', 'fix', 'soon', 'possible']]",['Bug']
Khalil Al-Maasali,Very Planut good but doesn Play those movies parts and series one after the other since update this week Why this have back and play the next part,1.0,4.0,"December 23, 2019","[['very', 'planut'], ['e', 'good'], ['play', 'movies', 'parts', 'series', 'one', 'since', 'i', 'update', 'week', 'why', 'i', 'go', 'back', 'play', 'next', 'part']]","['Redundant/NA', 'neutral', 'Redundant/NA']"
Oluwabamiji Adebamiji Emmanuel,Not good takes much time scan media can browse video folder indicator new videos can sort time directories can zoom zoom out customization,1.0,4.0,"January 10, 2020","[['not', 'good'], [], [], ['1'], ['takes', 'much', 'time', 'scan', 'media', '2'], ['ca', 'browse', 'video', 'folder', '3'], ['indicator', 'new', 'videos', '4'], ['ca', 'sort', 'time', 'directories', '5'], ['ca', 'zoom', 'zoom', '6'], ['customization']]","['neutral', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Md Yashir Arafat Zishun,Excellent app Especially for andriod boxes other app works with the remote controller like this one,3.0,5.0,"December 8, 2019","[['excellent', 'app'], ['especially', 'andriod', 'boxes'], ['no', 'app', 'works', 'remote', 'controller', 'like', 'one'], []]","['Redundant/NA', 'Redundant/NA', 'neutral', 'Redundant/NA']"
Haki Fejzullai,After the update the videos have stopped working,3.0,1.0,"January 25, 2020","[['after', 'update', 'videos', 'stopped', 'working']]",['Redundant/NA']
kalpesh jindal,Can skip parts when playing video Such simple and important feature missing,,5.0,"February 3, 2020","[['ca', 'skip', 'parts', 'playing', 'video'], ['such', 'simple', 'important', 'feature', 'missing'], []]","['Redundant/NA', 'Feature Request', 'Redundant/NA']"
Hk Wong,dont want moving titles Videos highly annoying and cannot properly watch episodes names and double tap move ten seconds show huge curve black effects please fix this,2.0,1.0,"December 6, 2019","[['i', 'dont', 'want', 'moving', 'titles', 'videos', 'highly', 'annoying', 'properly', 'watch', 'episodes', 'names', 'double', 'tap', 'move', 'ten', 'seconds', 'show', 'huge', 'curve', 'black', 'effects', 'please', 'fix'], []]","['Redundant/NA', 'Redundant/NA']"
raza raza,this version have problems srt subtitles are not working well unlike the previous versions,4.0,4.0,"December 10, 2019","[['version', 'problems'], [], ['srt', 'subtitles', 'working', 'well'], ['unlike', 'previous', 'versions'], []]","['Redundant/NA', 'Redundant/NA', 'neutral', 'Redundant/NA', 'Redundant/NA']"
Ryan Bernadas,can download subtitles your new update Please fix thank you,2.0,2.0,"December 13, 2019","[['i', 'ca', 'download', 'subtitles', 'new', 'update'], ['please', 'fix', 'thank'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
yahknow,behaving funny these days but like the volume All the content playlist disappeared,1.0,4.0,"December 17, 2019","[['it', 'behaving', 'funny', 'days', 'like', 'volume'], ['all', 'content', 'playlist', 'disappeared']]","['neutral', 'Redundant/NA']"
Powei Mathew Imoemiye,prefer the formal update this update lagging and try forward movie just goes back some seconds annoying,,2.0,"December 30, 2019","[['i', 'prefer', 'formal', 'update', 'update', 'lagging', 'i', 'try', 'forward', 'movie', 'goes', 'back', 'seconds'], [], [], [], [], ['it', 'annoying']]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Eniola Abraham,New updates kinda ruined the app for can make playlist but can delete any songs from the playlist nor can move any songs within the playlist,7.0,3.0,"December 31, 2019","[['new', 'updates', 'kinda', 'ruined', 'app'], ['i', 'make', 'playlist', 'i', 'ca', 'delete', 'songs', 'playlist', 'i', 'move', 'songs', 'within', 'playlist'], []]","['Redundant/NA', 'Feature Request', 'Redundant/NA']"
Dave Kovac,buggy when fast forwarding and reversing the media Outside that okay,7.0,1.0,"January 2, 2020","[['it', 'buggy', 'fast', 'forwarding', 'reversing', 'media'], ['outside', 'okay'], []]","['Performance', 'Redundant/NA', 'Redundant/NA']"
Komla Adzam,Doesn seem recognise play gifs anymore also the double tap open should changed back single tap,1.0,2.0,"January 12, 2020","[['does', 'seem', 'recognise', 'play', 'gifs', 'anymore', 'also', 'double', 'tap', 'open', 'changed', 'back', 'single', 'tap'], []]","['Redundant/NA', 'Redundant/NA']"
Billy Moore,Great video app Just wish can upgraded have online video viewing spot But nevertheless awesome offline app,1.0,3.0,"January 9, 2020","[['great', 'video', 'app', 'just', 'wish', 'upgraded', 'online', 'video', 'viewing', 'spot'], ['but', 'nevertheless', 'awesome', 'offline', 'app']]","['neutral', 'Redundant/NA']"
Dolapo Olayemi,loved this app but cast feature stops for about seconds,7.0,2.0,"January 19, 2020","[['i', 'loved', 'app', 'cast', 'feature', 'stops', '10', '20', 'seconds'], []]","['Feature Request', 'Redundant/NA']"
Archie Ramirez,New update broke several things including network streaming vlc now replaces all the links obviously nothing will connect,,5.0,"January 19, 2020","[['new', 'update', 'broke', 'several', 'things', 'including', 'network', 'streaming', 'vlc', 'replaces', 'links', 'obviously', 'nothing', 'connect'], []]","['Redundant/NA', 'Redundant/NA']"
Root Beholder,The update horrible can control the size the player Meaning leaves ability use Androids screen buttons,4.0,3.0,"December 5, 2019","[['the', 'update', 'horrible', 'i', 'ca', 'control', 'size', 'player'], ['meaning', 'leaves', 'ability', 'use', 'androids', 'screen', 'buttons'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Brian D Satterfield,like but why ability play from OneDrive think the iOS app has cloud playback why not Android too,2.0,1.0,"December 8, 2019","[['i', 'like', 'ability', 'play', 'onedrive', 'i', 'think', 'ios', 'app', 'cloud', 'playback', 'android']]",['neutral']
Robin CM,How you stop the titles from scrolling Who the vagenius that came with that idea Terrible when looking for file names,1.0,1.0,"December 6, 2019","[['how', 'stop', 'titles', 'scrolling', 'who', 'vagenius', 'came', 'idea', 'terrible', 'looking', 'file', 'names'], []]","['Redundant/NA', 'Redundant/NA']"
Donald Trump,Stupid app just made easy wipe entire internal memory thinking was playlist Needs layed out properly for mobile,3.0,3.0,"December 9, 2019","[['stupid', 'app', 'made', 'easy', 'wipe', 'entire', 'internal', 'memory', 'thinking', 'playlist'], [], ['needs', 'layed', 'properly', 'mobile']]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
sayed choudhury,Subtitle file not downloading aumetically from online shows some error occured try again Can you please fix this,,4.0,"January 24, 2020","[['subtitle', 'file', 'downloading', 'aumetically', 'online'], ['it', 'shows', 'error', 'occured', 'try'], ['can', 'please', 'fix']]","['Redundant/NA', 'Bug', 'Redundant/NA']"
Hova Tong,Awesome app but one request please have rewind forward audio files gestures buttons are not possible,,1.0,"January 28, 2020","[['awesome', 'app', 'one', 'request'], [], ['please', '30s', 'rewind', 'forward', 'audio', 'files', 'gestures', 'buttons', 'possible']]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Vishal Gurung,Robust satisfactory efficient user friendly,,5.0,"February 3, 2020","[['robust', 'satisfactory', 'efficient', 'user', 'friendly'], []]","['Redundant/NA', 'Redundant/NA']"
milton pido ocagiwu,The update ruined the app After the app got updated now have problem where not all files load and that was never problem had before the update,2.0,5.0,"February 7, 2020","[['the', 'update', 'ruined', 'app'], ['after', 'app', 'got', 'updated', 'i', 'problem', 'files', 'load', 'never', 'problem', 'i', 'update']]","['Redundant/NA', 'Redundant/NA']"
P S,VLC the most advanced beautiful video player android market,5.0,4.0,"December 10, 2019","[['vlc', 'advanced', 'beautiful', 'video', 'player', 'android', 'market'], []]","['Redundant/NA', 'Redundant/NA']"
MD. Faisalbeen Faiz,will always love VLC please stop the banner runs They very confusing Absolutely awesome feature but very confusing,1.0,2.0,"February 11, 2020","[['i', 'always', 'love', 'vlc', 'please', 'stop', 'banner', 'runs'], [], [], [], [], [], [], [], ['they', 'confusing'], ['absolutely', 'awesome', 'feature', 'confusing']]","['neutral', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Feature Request']"
Trevor Anthony Rautenbach,After the latest update vlc won save the last spot you watched video after closing but saved earlier spot which the wrong one,3.0,5.0,"December 17, 2019","[['after', 'latest', 'update', 'vlc', 'wo', 'save', 'last', 'spot', 'watched', 'video', 'closing', 'saved', 'earlier', 'spot', 'wrong', 'one']]",['Redundant/NA']
Maziz Azri,Plays most video formats but has issue that makes display unresponsive have restart device,2.0,5.0,"December 18, 2019","[['plays', 'video', 'formats', 'issue', 'makes', 'display', 'unresponsive'], ['i', 'restart', 'device'], []]","['Support', 'Redundant/NA', 'Redundant/NA']"
Varun Teja,Love the app But mine doesn download subtitle all You guys need work the subtitle aspect the app automatically search for subtle,1.0,2.0,"January 7, 2020","[['love', 'app'], ['but', 'mine', 'download', 'subtitle'], ['you', 'guys', 'need', 'work', 'subtitle', 'aspect', 'app'], ['to', 'automatically', 'search', 'subtle']]","['neutral', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Muhammad Abubakar,love VLC the best video player have used Even the video dosent play and another video player buh VLC plays the video doesn cut for any reasons,2.0,3.0,"January 13, 2020","[['i', 'love', 'vlc', 'is', 'best', 'video', 'player', 'used', 'even', 'video', 'dosent', 'play', 'another', 'video', 'player', 'buh', 'vlc', 'plays', 'video'], [], [], ['cut', 'reasons']]","['neutral', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Victoria George,The local network feature isnt playing video just keeps searching forever when press any video,11.0,5.0,"January 22, 2020","[['the', 'local', 'network', 'feature', 'isnt', 'playing', 'video'], [], [], ['it', 'keeps', 'searching', 'forever', 'press', 'video']]","['Feature Request', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
ItaChu 787,Crashing with new update got Snapdragon and gigs ram there reason for acting like this,,5.0,"January 30, 2020","[['crashing', 'new', 'update', 'i', 'got', 'snapdragon', '855', '6', 'gigs', 'ram', 'reason', 'acting', 'like'], []]","['neutral', 'Redundant/NA']"
Billy,You really screwed this time can see list Videos home screen now Even when found them Directories FOLDER they still don show lists,5.0,4.0,"December 5, 2019","[['you', 'really', 'screwed', 'time', 'i', 'ca', 'see', 'list', 'videos', 'home', 'screen', 'even', 'found', 'directories', 'folder', 'still', 'show', 'lists'], []]","['Redundant/NA', 'Redundant/NA']"
Gem Mah,Please add the unscreen controls like the Volume Fast Forward Backward and Brightness That will wonderful Thanks,1.0,2.0,"December 11, 2019","[['please', 'unscreen', 'controls', 'like', 'volume', 'fast', 'forward', 'backward', 'brightness'], ['that', 'wonderful'], ['thanks']]","['neutral', 'Redundant/NA', 'Redundant/NA']"
Grace Amazing,Great application can play all type audio and video files,2.0,1.0,"December 17, 2019","[['great', 'application', 'play', 'type', 'audio', 'video', 'files'], []]","['Redundant/NA', 'Redundant/NA']"
hamza charaf,YouTube videos gives error please try fix,1.0,5.0,"February 2, 2020","[['youtube', 'videos', 'gives', 'error', 'please', 'try', 'fix'], []]","['Bug', 'Redundant/NA']"
True Seller Bangladesh,Really useful plays almost any file Just remember when you install select not scan files option this way won take hours load,1.0,5.0,"February 1, 2020","[['really', 'useful', 'plays', 'almost', 'file'], ['just', 'remember', 'install', 'select', 'scan', 'files', 'option', 'way', 'wo', 'take', 'hours', 'load'], []]","['Redundant/NA', 'neutral', 'Redundant/NA']"
Brian Stott,When open the latest video cant opened with its button,8.0,5.0,"December 21, 2019","[['when', 'l', 'open', 'latest', 'video', 'cant', 'opened', 'button'], []]","['Redundant/NA', 'Redundant/NA']"
Yusuf Muhamed,you group videos you can tile them you can only see them list now Change back,,5.0,"February 11, 2020","[['if', 'group', 'videos', 'ca', 'tile', 'see', 'list'], ['change', 'back'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Patrick Maloney,The latest update good but please fix the subtitle part can download subtitle don know why,2.0,5.0,"December 8, 2019","[['the', 'latest', 'update', 'good', 'please', 'fix', 'subtitle', 'part', 'i', 'ca', 'download', 'subtitle', 'i', 'know']]",['neutral']
Abdul Munim Awadh,Incredibly good audiovideo player without any ads Can ask for more Thanks bunch,3.0,3.0,"December 9, 2019","[['incredibly', 'good', 'audiovideo', 'player', 'without', 'ads'], ['ca', 'ask'], ['thanks', 'bunch']]","['neutral', 'Redundant/NA', 'Redundant/NA']"
